transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud
9035,358,76.69547978824451,POS,Grocery,TR,7,0.0939759661489337,0.1849988394372379,0
6789,114,1.0,ATM,Travel,US,13,0.1576838716659681,0.1363441432661212,0
1617,484,1.0,POS,Electronics,TR,7,0.2601465614361886,0.0104037278954516,0
2517,967,94.25837874568894,Online,Travel,UK,17,0.0777432649284167,0.0920286513575952,0
4633,720,26.519084799685476,POS,Electronics,UK,12,0.1845854090515237,0.2584443324040676,0
6187,896,99.0646252361489,ATM,Food,DE,6,0.1545209524882043,0.0549424466247138,0
3436,721,167.3928793631245,POS,Clothing,DE,20,0.2885717828590098,0.2034325717268446,0
3087,600,57.63653615656029,POS,Grocery,TR,15,0.1179278597238545,0.0143520679359368,0
6993,436,98.97102864545676,QR,Grocery,UK,13,0.1383590368912723,0.1667000300467671,0
7432,877,1.0,QR,Travel,DE,12,0.1017149026596893,0.1935156041209338,0
5408,364,173.6451622832589,ATM,Grocery,US,21,0.1751887388305007,0.1537777733020645,0
1824,112,105.43916819269828,Online,Grocery,DE,14,0.2353069636553828,0.0550187817310825,0
7822,454,175.7739832843805,QR,Electronics,UK,19,0.1196026900551166,0.0437674265540451,0
3476,810,83.42994481518681,QR,Clothing,FR,18,0.2867455311818064,0.2350928529549865,0
7082,921,14.820891986352096,QR,Grocery,TR,10,0.2561455446685711,0.1934504509680343,0
2518,958,188.08375475969893,ATM,Electronics,UK,13,0.1785645361029071,0.1967762217587161,0
5928,836,132.5115754724773,QR,Food,TR,6,0.2802992491110208,0.1264368465739409,0
2129,421,67.31614731259711,Online,Travel,DE,18,0.116057274673384,0.1323925632156339,0
7528,427,97.15717000676165,POS,Clothing,US,11,0.0414749198578546,0.0870444484163743,0
6018,929,177.62237739641563,QR,Grocery,UK,16,0.0868021469862403,0.1814388767315039,0
1696,539,104.36207189103048,Online,Clothing,DE,13,0.2265904262082801,0.1150886232667367,0
5583,663,1.0,POS,Electronics,US,7,0.0009569881052836,0.2552814202185759,0
5167,177,82.00157892879378,POS,Electronics,UK,15,0.1545870718736494,0.2760087274950056,0
8129,864,141.2257578009298,QR,Travel,TR,11,0.0725893334306832,0.050870128049027,0
4616,208,120.54159815620751,QR,Food,DE,20,0.0636050466610528,0.2053659527114258,0
902,850,58.47438508612293,POS,Electronics,DE,6,0.1060159913814847,0.0579006198634511,0
4838,379,37.95454672450962,ATM,Electronics,UK,7,0.0565363208696912,0.0104268284103491,0
412,194,150.98882635941442,POS,Travel,US,16,0.0941070638451281,0.2803583420377669,0
4488,320,52.05519192760516,QR,Food,DE,17,0.293994166822683,0.174025485127908,0
1634,236,110.05617293507628,Online,Grocery,FR,21,0.0984967562897416,0.1103538361736947,0
3187,494,94.42331919032463,Online,Clothing,FR,14,0.0082229204117205,0.238358955037042,0
1915,627,81.77729325255292,POS,Food,TR,17,0.2194368782751761,0.1669580361174529,0
6905,527,43.74904667096795,POS,Food,DE,23,0.2223780217913717,0.2893577972742732,0
3551,758,58.34027987320633,Online,Travel,DE,17,0.0652869322312994,0.2393565437849654,0
7610,144,127.6059342622498,POS,Food,UK,8,0.0906643392675391,0.1588476826835646,0
8412,129,98.03300220363197,Online,Travel,UK,7,0.2349944786467139,0.1314491746266541,0
9484,420,166.77158644847924,POS,Electronics,UK,6,0.2981191565621718,0.1885032353242198,0
7703,112,75.98991373274815,ATM,Clothing,UK,17,0.2582424754140746,0.216210501110583,0
2048,246,123.92651570749516,POS,Travel,UK,13,0.2167916564774439,0.2482579550605145,0
6125,72,199.8750046589837,POS,Electronics,DE,18,0.2756051075677329,0.1247346693419715,0
8795,932,156.3904989978625,QR,Food,US,23,0.0110962354404173,0.0908298065777779,0
8264,544,169.538158601674,Online,Clothing,US,17,0.0036370687804414,0.2433822772380717,0
6656,225,96.46399755498938,POS,Grocery,TR,21,0.010938494739082,0.0174155877906823,0
5591,209,132.72391564550537,QR,Grocery,UK,12,0.1252082620897326,0.2110302078596874,0
5653,392,180.20491110995172,POS,Travel,US,13,0.2085719033647829,0.1488462798541279,0
4617,96,126.77976984220236,ATM,Travel,DE,11,0.000536691060136,0.1903983631105811,0
3316,550,53.71076703681892,ATM,Grocery,DE,7,0.1306370714612992,0.0091745787915316,0
5031,731,93.66695592346127,POS,Food,TR,10,0.2062291834634776,0.1414243592891194,0
2582,794,96.95341824263578,ATM,Clothing,DE,12,0.0631566425206825,0.0779618319577542,0
2324,5,75.28992254186474,POS,Grocery,UK,18,0.0457105657910053,0.0450683939679369,0
9141,432,96.460378740764,ATM,Clothing,UK,22,0.18184132958236,0.0923908233888784,0
804,378,54.31033242082393,QR,Food,TR,18,0.1360716433578544,0.0138606227352279,0
8593,227,54.20940979122377,ATM,Electronics,DE,21,0.2105547426654529,0.2803678851567803,0
4828,577,140.53633336195074,Online,Clothing,UK,15,0.014490109572001,0.0401655287271722,0
3599,143,155.65965622884886,QR,Travel,US,23,0.2582861471236544,0.0553491972164393,0
3467,290,124.73523340251116,Online,Grocery,FR,16,0.1429260916085162,0.0637310031110126,0
4844,898,158.88531771775092,ATM,Grocery,DE,6,0.040573664078498,0.2114432723773558,0
2380,587,101.83099631791114,QR,Clothing,US,17,0.0525530734773701,0.2895347893078862,0
2247,478,107.49031534705426,POS,Food,TR,16,0.1195384455774694,0.2684511404141051,0
4785,147,62.90455001775982,POS,Clothing,US,14,0.203655279104025,0.0377685486759895,0
5933,300,67.90015027733324,Online,Clothing,TR,20,0.1188593264380584,0.2616089424896448,0
8561,252,208.29398706955956,POS,Food,TR,11,0.1168248581118026,0.1122889772329398,0
9670,378,10.0,ATM,Clothing,DE,8,0.7724217599634753,0.7991448023352883,1
2673,791,63.34985404438171,QR,Clothing,DE,6,0.0314204327017326,0.0575505522098685,0
7787,292,197.10390050826004,QR,Clothing,TR,6,0.0130383601710935,0.1794128262679375,0
9052,788,95.18858857584048,QR,Grocery,US,9,0.1387786218318584,0.2172728321034892,0
8369,512,166.6834870573977,QR,Electronics,UK,6,0.0240382888490581,0.1684898607363534,0
2084,81,122.30062553642688,QR,Food,DE,17,0.0702419373547981,0.1463984384725966,0
1773,919,1.0,ATM,Food,DE,8,0.0189770094041207,0.1857748095324548,0
3615,726,34.38702033373157,QR,Travel,FR,20,0.141354378136188,0.1462150753498144,0
4622,818,19.727265048046107,POS,Grocery,US,18,0.0092284589776191,0.0869314559502301,0
8495,975,70.56576782478825,QR,Travel,US,14,0.0904023038083938,0.2480019819358309,0
2837,363,141.9274463156812,QR,Food,DE,11,0.0577824286446419,0.2388099842386666,0
2071,974,1.0,ATM,Clothing,FR,12,0.1334663164925145,0.0285771391979125,0
1492,946,154.48935071020836,POS,Grocery,UK,19,0.015377600006118,0.1319105744491163,0
2684,875,69.68570049353771,Online,Food,UK,22,0.2138806257365562,0.1405365191922077,0
6700,405,119.37333963817106,ATM,Clothing,FR,9,0.1850757826634856,0.1068358982859667,0
2068,398,89.62078274284801,Online,Travel,UK,11,0.0787978887099628,0.2566438932620105,0
1034,324,95.95375233590984,POS,Clothing,US,23,0.1667427383796247,0.1941043512576437,0
1168,376,78.51120369234897,ATM,Food,DE,10,0.0106860418232089,0.2748492610301152,0
7586,51,111.5712734156154,ATM,Clothing,US,23,0.0835413706032636,0.0725032313414699,0
8242,577,72.33607135659648,QR,Electronics,US,17,0.1263787274231961,0.1197849371952592,0
5257,677,120.13199784960018,ATM,Electronics,DE,10,0.0317075720604852,0.2352140036902847,0
2373,933,142.85651658763592,ATM,Electronics,UK,23,0.0551346987519499,0.0148587143049711,0
7669,581,88.09904597755543,Online,Electronics,TR,22,0.2967969859040555,0.2781527507039223,0
5456,677,113.3498048428854,ATM,Food,TR,14,0.2360751585945478,0.0972680257081986,0
9496,911,58.1574218256303,Online,Food,TR,23,0.188269387435584,0.0415431449919348,0
1626,266,38.562737212390566,POS,Travel,UK,21,0.2818728073616008,0.0405832799643833,0
660,113,170.36190683838817,Online,Grocery,FR,22,0.2282577922485999,0.0655918886359495,0
8423,214,137.0362841491321,QR,Electronics,TR,10,0.0135252593511669,0.0843127617811256,0
6574,71,19.125511037921328,QR,Grocery,FR,14,0.0479048840205558,0.1789491131914957,0
3660,495,158.82244126831358,POS,Travel,US,7,0.1363031094452329,0.2856437288997115,0
1452,268,121.83662777824176,Online,Travel,FR,9,0.0590672011238056,0.205381351727333,0
5733,415,198.00037594077963,ATM,Food,UK,13,0.1810158545991364,0.0821601334562005,0
2913,280,92.2409683873833,ATM,Travel,UK,11,0.0915590032719779,0.1289421801846567,0
8733,949,25.36049396856947,Online,Electronics,US,20,0.1091229837821307,0.1623661154867666,0
2575,525,31.434291194693856,Online,Food,DE,6,0.0188299006735698,0.0554545338983668,0
3333,901,158.42923075977072,QR,Electronics,FR,20,0.2920978170159826,0.1418922683477037,0
5209,670,48.37675120159487,POS,Food,TR,12,0.2339761280512388,0.2431476921430888,0
8396,456,101.1049661775468,Online,Clothing,FR,20,0.1357843035976021,0.059841061496433,0
8270,998,12.401823264720916,QR,Grocery,FR,9,0.0605054130359629,0.0013237351593282,0
5098,914,86.17743731700817,POS,Food,TR,12,0.1473883662987664,0.2617081573792501,0
202,451,96.22934095469004,ATM,Food,TR,10,0.2077524240865183,0.2696383852564061,0
6127,510,229.28953136089888,POS,Grocery,US,22,0.2430952991785862,0.2514236249630446,0
6608,645,102.07813963167776,QR,Travel,FR,18,0.1403074479354264,0.273136085387107,0
7254,6,125.4089644526164,ATM,Travel,DE,12,0.2655528696418786,0.1476687131205502,0
5233,844,61.34809087994546,ATM,Clothing,US,15,0.1407228350085286,0.0664068848012245,0
7644,426,71.8953094925907,ATM,Travel,DE,10,0.1445721153552498,0.0736832571993287,0
2304,191,103.63716643486164,POS,Travel,UK,20,0.2342819257244934,0.0252146544244788,0
2355,354,115.41821563159428,POS,Electronics,US,9,0.1327061165002658,0.1431407844856182,0
5140,971,75.56723016941334,QR,Travel,US,7,0.07628196983246,0.0159823320982195,0
8960,649,78.26284684038376,POS,Food,FR,12,0.2066863342225571,0.27482252796261,0
2841,303,184.2611755739869,POS,Clothing,UK,14,0.1377468119356312,0.0892859883752078,0
5344,559,164.18913041628866,POS,Travel,DE,14,0.2980975742911051,0.2529619953667354,0
8648,722,138.75722753057153,QR,Grocery,TR,7,0.2889904430974901,0.2886458983347969,0
1209,163,99.82471366206627,Online,Travel,FR,10,0.0443254463314998,0.262107513660321,0
7394,462,161.45918129703995,QR,Electronics,US,23,0.0239758075557,0.0866326798738648,0
7789,535,171.1795475510139,QR,Electronics,TR,21,0.1205196659338243,0.1109229480413553,0
4576,630,92.87896324562176,ATM,Travel,FR,10,0.2869905397635459,0.0843207193686657,0
4389,761,15.877198453154094,Online,Travel,UK,16,0.2982250039267956,0.28998299517021,0
1581,249,107.28245609648162,QR,Food,TR,9,0.027998787012289,0.0750246208031511,0
2848,757,157.30909515247197,ATM,Clothing,FR,18,0.0535495753851179,0.2244594270912476,0
1320,152,54.80722290238318,ATM,Food,TR,12,0.2062184485896533,0.0088032176230659,0
2798,638,147.55581536511593,POS,Grocery,US,9,0.150697351046551,0.0199588271333162,0
7852,903,118.89411411406158,QR,Food,US,12,0.2254548544068299,0.0550354859906511,0
8325,27,133.47426775873586,POS,Grocery,US,21,0.0735131541966619,0.1216322721148422,0
3657,15,58.90398337131237,QR,Travel,TR,14,0.1485992044463166,0.2800598407978024,0
4824,923,84.96779801320174,POS,Food,TR,13,0.0366932272779828,0.294330017301867,0
970,112,183.8894877372751,POS,Grocery,DE,11,0.0748281505369549,0.1721500975834172,0
9951,336,4555.012753616979,QR,Grocery,DE,23,0.8492334694746339,0.8298389600536891,1
9906,937,2879.084634049277,Online,Food,US,17,0.8724861117523716,0.9121738761873583,1
4110,499,96.43300007497984,POS,Electronics,UK,16,0.2625640681594836,0.0398571068257447,0
4632,283,109.34167363804758,POS,Grocery,TR,6,0.2744617972982605,0.0981963935100489,0
2986,606,96.42925108136733,QR,Food,FR,23,0.2061437251242192,0.1591791901207239,0
7517,89,149.67755136563284,Online,Electronics,FR,15,0.1785621866939784,0.2907865845446272,0
2325,146,25.900572943710216,POS,Clothing,DE,19,0.2128805038461209,0.0018968225419699,0
886,174,91.83460224992466,QR,Travel,DE,19,0.2207481303067132,0.1678023471417386,0
6246,258,150.03017042581342,Online,Grocery,TR,15,0.0838479537465435,0.2317184221754882,0
9547,275,787.7082004651951,QR,Electronics,FR,5,0.7894584593397798,0.7397554717647324,1
9753,188,3578.485625808308,POS,Clothing,UK,3,0.8576924264209616,0.9011539824351812,1
9665,350,10.0,ATM,Food,US,10,0.998533347436214,0.9488385204264662,1
4427,933,196.81385563222815,Online,Travel,FR,18,0.1791230154396334,0.2208394719835076,0
9894,685,432.7853914360122,POS,Electronics,US,4,0.8140896993560419,0.9570497565608104,1
6675,371,77.42046733764606,Online,Electronics,TR,10,0.0894630315752728,0.2069218250025424,0
5311,367,107.68747644042392,POS,Grocery,UK,17,0.0555711357987867,0.2365844131930826,0
4519,813,102.18958239315542,QR,Food,UK,16,0.1913188434466013,0.1583468710449964,0
3305,626,64.38990207073283,Online,Clothing,US,23,0.2199599845638824,0.0228232178123726,0
7493,869,61.43013922783028,Online,Grocery,TR,18,0.2426767328543446,0.1640333035493726,0
7276,196,139.45086259060818,QR,Electronics,TR,16,0.1599586507695785,0.216578125473777,0
1594,210,69.01817880417678,Online,Travel,US,21,0.1946248309186616,0.1814488758219585,0
1857,259,157.4568524234267,POS,Food,FR,9,0.2000309525783097,0.0339168101611925,0
3802,126,1.0,POS,Grocery,UK,17,0.1953726251322659,0.2996688210351743,0
1858,192,23.86427451047473,QR,Grocery,DE,11,0.1058343707887721,0.2365783016944171,0
9108,12,78.35070455934022,Online,Food,DE,12,0.191487372829828,0.032687144845051,0
1119,24,140.3174205537465,QR,Travel,TR,18,0.0853370975291758,0.0509807968356358,0
6749,404,110.74001878585692,POS,Food,UK,19,0.1429126187802288,0.1669625275186089,0
3230,730,40.20228299722059,QR,Food,TR,10,0.2501967610804421,0.2434069986915921,0
2154,386,163.19269199550604,Online,Grocery,TR,21,0.2049258651393475,0.2086548789186131,0
730,706,93.01005404946252,ATM,Electronics,FR,9,0.0583956898946071,0.0418052044497954,0
7449,759,85.1814053123375,QR,Travel,FR,14,0.1348666004395423,0.0622007535148578,0
7444,697,125.493799145338,ATM,Electronics,UK,12,0.1598408910628477,0.1480916700545059,0
6629,773,131.43771572639233,ATM,Electronics,FR,16,0.2379247991284574,0.1406525647309563,0
8232,124,98.92369271555918,POS,Electronics,UK,9,0.2027985825106494,0.0842469308065906,0
8330,715,98.01750869852404,ATM,Food,FR,22,0.1305241510348558,0.2736564457153704,0
3033,107,85.92356450678393,QR,Travel,TR,7,0.2379847717301056,0.161388583897637,0
9797,619,2973.2846011542683,POS,Food,US,18,0.932624543453394,0.9537457542314068,1
5858,808,55.15591892828138,POS,Travel,DE,23,0.1378684130317171,0.1624027801827042,0
933,831,145.98742394952131,POS,Electronics,US,16,0.2705785536577638,0.255535216523359,0
4060,731,88.44186123161637,ATM,Travel,TR,8,0.1872444004790696,0.2168083665739677,0
7498,79,113.36772187131264,POS,Food,UK,11,0.2822474205518153,0.1390005631067174,0
6176,661,57.45107853735231,ATM,Food,UK,20,0.1859427913970729,0.0308805111574639,0
3244,924,24.01055983240039,POS,Electronics,DE,7,0.1462936634220441,0.1834605096400766,0
1416,508,18.811582397521107,QR,Clothing,US,15,0.0368008198880506,0.1461572365004576,0
4490,896,137.02600766499975,ATM,Travel,UK,11,0.2111447832924047,0.0959315121545393,0
7931,665,1.0,POS,Clothing,UK,19,0.0380187897702057,0.1724163400001902,0
5871,556,90.61041859219308,ATM,Food,TR,6,0.1005635510826552,0.0454293335431528,0
9178,734,24.11812976067949,ATM,Clothing,UK,9,0.1928240418256595,0.0095885240110521,0
7456,238,32.00719877640488,Online,Grocery,DE,13,0.2103775423911413,0.2748682769785399,0
8895,942,149.84081447694103,POS,Food,US,13,0.0226040232729915,0.2266765792991024,0
5493,155,63.27330908259843,Online,Electronics,US,19,0.279940685806205,0.0588871379833653,0
3185,680,86.82395399204341,ATM,Grocery,UK,11,0.1516572180632866,0.2312366031069726,0
4968,308,96.37167565204048,Online,Clothing,TR,13,0.2927405449833619,0.2873961034281601,0
6786,605,99.73661116737576,ATM,Electronics,TR,21,0.2875048209916723,0.1886783821732908,0
5603,264,82.51848618866389,ATM,Grocery,DE,23,0.2388111855535543,0.0254312488689809,0
8560,330,102.852084233948,POS,Electronics,DE,23,0.180542977043178,0.1434045400143519,0
2448,142,99.08218879031315,POS,Food,UK,22,0.2887362369571711,0.0939441625421126,0
8064,286,72.11722104506738,ATM,Food,US,16,0.1201183124496258,0.0175674807048519,0
4571,889,80.6424472075088,QR,Electronics,US,9,0.1575857831304167,0.1725172991880552,0
114,912,137.31242697159496,ATM,Clothing,FR,23,0.1806754941663122,0.2967347914174333,0
4746,928,60.52231572418395,QR,Clothing,FR,12,0.0062137280905571,0.0395767600537477,0
4878,154,82.25727134628922,ATM,Electronics,US,6,0.0569755070181762,0.2610115523609362,0
2266,799,148.70616846479652,Online,Food,UK,19,0.1922751801553464,0.1654323229516727,0
2348,227,66.73422445329564,POS,Grocery,US,20,0.1765728857169652,0.1807522008479411,0
6762,505,93.25932371528008,ATM,Travel,TR,16,0.2781495931212839,0.2533010397428266,0
4504,611,129.7899737708166,QR,Clothing,DE,20,0.2017318328168769,0.0560540704043684,0
3459,729,78.86709856914392,ATM,Electronics,UK,18,0.1027842325845556,0.2867196671798879,0
8440,0,133.8501198656868,QR,Food,TR,12,0.0097558419355715,0.0254998631667294,0
9500,438,1927.7040511956247,POS,Grocery,NG,21,0.9961891088026268,0.799185119524477,1
9199,784,157.5992782923728,Online,Electronics,US,8,0.0183397115755366,0.2786709250706548,0
2137,236,99.83628104720884,Online,Electronics,US,21,0.2667397327646655,0.0444438891951902,0
6435,637,79.19802302648793,ATM,Electronics,UK,15,0.1011024691490922,0.2551850597900976,0
4791,665,61.76251498971385,Online,Food,FR,17,0.1308237640314764,0.2789866745237043,0
389,719,6.925777472225576,POS,Clothing,US,14,0.1138859202984255,0.1699689437037181,0
723,474,121.25666233568607,QR,Grocery,DE,8,0.1334978364075843,0.2921918956044216,0
2310,226,89.87385012654588,POS,Grocery,US,23,0.1019448941931112,0.2039499771299155,0
5812,443,37.52617557290496,ATM,Electronics,UK,23,0.1871999298479789,0.1785103315155841,0
6236,74,149.998803446691,ATM,Electronics,FR,19,0.0787684810034401,0.0368161100614392,0
5946,558,99.8893645020122,Online,Travel,TR,15,0.1732491055785852,0.1853188716504527,0
3868,108,156.5728898172678,Online,Food,FR,10,0.0274051123925005,0.0221309410265491,0
4876,773,80.66033310713371,ATM,Food,FR,13,0.2873580502143676,0.1709294329153685,0
6160,664,116.28422626054132,QR,Electronics,TR,10,0.2113526776823303,0.2072491226478699,0
9539,53,2792.402747694218,QR,Electronics,US,21,0.8372002570801762,0.7614200181597094,1
4171,707,117.35232287984354,Online,Grocery,UK,9,0.0865232214789197,0.0032143113876884,0
8597,520,117.92284831139273,QR,Food,DE,16,0.2953074285414794,0.0540776244290045,0
7923,675,184.30062919305155,POS,Electronics,FR,6,0.0884845433411158,0.2218404800563472,0
4512,390,121.12025414159608,POS,Electronics,TR,8,0.1629442447275151,0.2709065004217281,0
9660,598,2011.5779430232776,ATM,Electronics,NG,8,0.8016230775925294,0.9862994856801928,1
5817,83,161.02355615933612,QR,Grocery,TR,18,0.127821808966348,0.2217152434713466,0
9427,340,114.15747477592096,POS,Electronics,US,9,0.1609352761765776,0.1846293741097433,0
5086,138,151.64980395481948,ATM,Clothing,DE,17,0.0750994428025556,0.0890178535948257,0
3712,318,98.92992510454008,QR,Travel,US,9,0.2637456922837299,0.154538223612578,0
2016,959,50.00523538759499,Online,Electronics,US,23,0.1123086591898789,0.2188297683117053,0
8083,603,61.35832699818505,Online,Clothing,TR,14,0.0863702230724592,0.1503986158084979,0
9717,459,10.0,QR,Electronics,US,21,0.825030666434738,0.8745542072602706,1
7356,713,28.19697525818336,QR,Travel,TR,12,0.0719669845741901,0.191071688332389,0
7657,95,166.39855846539547,ATM,Grocery,FR,20,0.0377309738185837,0.0651887306141066,0
60,259,104.81846200299978,QR,Travel,UK,10,0.1250723325380695,0.1089980004200181,0
9270,394,235.8476517169421,Online,Travel,TR,11,0.1916120107345395,0.0324401105970036,0
4623,959,63.23626403112222,QR,Clothing,TR,17,0.0439043372859282,0.0180300531417466,0
1233,368,78.45911988059021,QR,Clothing,FR,18,0.0300342938093997,0.0645874234219322,0
8619,93,125.77578170075464,QR,Food,US,19,0.0957464150754151,0.0790826323617213,0
5081,308,130.2548916314792,QR,Clothing,TR,17,0.009925039985496,0.2508846096385083,0
8916,579,79.55004103867012,Online,Food,UK,9,0.1951667310566715,0.0512174382991818,0
1900,586,98.98801393511768,POS,Grocery,UK,9,0.2853213041128515,0.0502149098575841,0
4548,44,100.91400428794108,QR,Food,US,17,0.1214909537984706,0.0229403980446083,0
7561,889,63.469522930928605,QR,Clothing,UK,21,0.0231131527371481,0.2679215165725224,0
6977,752,141.71701105785533,POS,Travel,UK,8,0.0527670754515708,0.1108154760865759,0
4177,615,121.6289661042424,POS,Grocery,TR,7,0.2130298237056997,0.0922040932921268,0
1217,869,103.85069979918792,ATM,Grocery,UK,14,0.0798182001150929,0.1545940572004396,0
6222,270,139.9955476245402,ATM,Clothing,FR,8,0.1208783047384204,0.1025883298141881,0
2316,114,105.01448612535194,POS,Electronics,TR,19,0.2211580600691935,0.1530389487414555,0
304,487,57.68933573561325,ATM,Travel,TR,6,0.0808506017582625,0.1863245138080213,0
1141,165,84.11048930438446,Online,Travel,TR,6,0.2647837612219442,0.0087272179351651,0
1311,745,143.95691620197698,ATM,Electronics,FR,23,0.1863125697476793,0.2753174603959416,0
3083,335,5.633152428245779,ATM,Grocery,US,10,0.1619089530418345,0.1694188276155572,0
2945,581,11.31404377053785,ATM,Food,US,18,0.1837566700471464,0.286638385945857,0
7736,702,37.49556624530384,POS,Grocery,DE,23,0.0558523785900186,0.2779891965509429,0
